coid,mdate,tcri,scr,xcdt
1443,2017-12-01 00:00:00+00:00,9,-1249,
1443,2018-12-01 00:00:00+00:00,9,-992,
1443,2019-12-01 00:00:00+00:00,9,-670,
1443,2020-12-01 00:00:00+00:00,9,-825,
1443,2021-12-01 00:00:00+00:00,9,-248,
1443,2022-12-01 00:00:00+00:00,9,-207,
1443,2023-12-01 00:00:00+00:00,9,-164,
1443,2024-12-01 00:00:00+00:00,9,-131,
1444,2014-12-01 00:00:00+00:00,5,526,
1444,2015-12-01 00:00:00+00:00,5,552,
1444,2016-12-01 00:00:00+00:00,5,459,
1444,2017-12-01 00:00:00+00:00,5,465,
1444,2018-12-01 00:00:00+00:00,5,501,
1444,2019-12-01 00:00:00+00:00,5,464,
1444,2020-12-01 00:00:00+00:00,5,395,
1444,2021-12-01 00:00:00+00:00,5,412,
1444,2022-12-01 00:00:00+00:00,5,456,
1444,2023-12-01 00:00:00+00:00,6,328,
1444,2024-12-01 00:00:00+00:00,6,349,
1445,2014-12-01 00:00:00+00:00,6,362,
1445,2015-12-01 00:00:00+00:00,6,425,
1445,2016-12-01 00:00:00+00:00,6,366,
1445,2017-12-01 00:00:00+00:00,6,336,
1445,2018-12-01 00:00:00+00:00,6,347,
1445,2019-12-01 00:00:00+00:00,6,343,
1445,2020-12-01 00:00:00+00:00,6,312,
1445,2021-12-01 00:00:00+00:00,6,352,
1445,2022-12-01 00:00:00+00:00,6,373,
1445,2023-12-01 00:00:00+00:00,6,356,
1445,2024-12-01 00:00:00+00:00,6,341,
1446,2014-12-01 00:00:00+00:00,6,219,
1446,2015-12-01 00:00:00+00:00,8,89,
1446,2016-12-01 00:00:00+00:00,8,191,
1446,2017-12-01 00:00:00+00:00,8,83,
1446,2018-12-01 00:00:00+00:00,8,38,
1446,2019-12-01 00:00:00+00:00,8,-50,
1446,2020-12-01 00:00:00+00:00,8,0,
1446,2021-12-01 00:00:00+00:00,8,-182,
1446,2022-12-01 00:00:00+00:00,8,-234,
1446,2023-12-01 00:00:00+00:00,8,41,
1446,2024-12-01 00:00:00+00:00,8,800,
1447,2014-12-01 00:00:00+00:00,5,562,
1447,2015-12-01 00:00:00+00:00,5,472,
1447,2016-12-01 00:00:00+00:00,5,446,
1447,2017-12-01 00:00:00+00:00,5,464,
1447,2018-12-01 00:00:00+00:00,5,526,
1447,2019-12-01 00:00:00+00:00,5,445,
1447,2020-12-01 00:00:00+00:00,5,451,
1447,2021-12-01 00:00:00+00:00,5,560,
1447,2022-12-01 00:00:00+00:00,5,540,
1447,2023-12-01 00:00:00+00:00,6,508,
1447,2024-12-01 00:00:00+00:00,6,569,
1449,2014-12-01 00:00:00+00:00,D,95,
1449,2015-12-01 00:00:00+00:00,9,-209,
1449,2016-12-01 00:00:00+00:00,9,-393,
1449,2017-12-01 00:00:00+00:00,9,-427,
1449,2018-12-01 00:00:00+00:00,9,-827,
1449,2019-12-01 00:00:00+00:00,9,-1220,
1449,2020-12-01 00:00:00+00:00,9,-607,
1449,2021-12-01 00:00:00+00:00,9,-115,
1449,2022-12-01 00:00:00+00:00,9,-25,
1449,2023-12-01 00:00:00+00:00,9,7,
1449,2024-12-01 00:00:00+00:00,9,90,
1451,2019-12-01 00:00:00+00:00,5,455,
1451,2020-12-01 00:00:00+00:00,5,404,
1451,2021-12-01 00:00:00+00:00,5,490,
1451,2022-12-01 00:00:00+00:00,5,537,
1451,2023-12-01 00:00:00+00:00,6,395,
1451,2024-12-01 00:00:00+00:00,6,451,
1452,2014-12-01 00:00:00+00:00,5,547,
1452,2015-12-01 00:00:00+00:00,5,613,
1452,2016-12-01 00:00:00+00:00,5,555,
1452,2017-12-01 00:00:00+00:00,5,563,
1452,2018-12-01 00:00:00+00:00,5,547,
1452,2019-12-01 00:00:00+00:00,5,534,
1452,2020-12-01 00:00:00+00:00,5,403,
1452,2021-12-01 00:00:00+00:00,5,555,
1452,2022-12-01 00:00:00+00:00,5,491,
1452,2023-12-01 00:00:00+00:00,5,352,
1452,2024-12-01 00:00:00+00:00,5,395,
1453,2014-12-01 00:00:00+00:00,8,159,
1453,2015-12-01 00:00:00+00:00,7,422,
1453,2016-12-01 00:00:00+00:00,7,229,
1453,2017-12-01 00:00:00+00:00,7,256,
1453,2018-12-01 00:00:00+00:00,7,256,
1453,2019-12-01 00:00:00+00:00,7,248,
1453,2020-12-01 00:00:00+00:00,7,361,
1453,2021-12-01 00:00:00+00:00,7,203,
1453,2022-12-01 00:00:00+00:00,7,319,
1453,2023-12-01 00:00:00+00:00,7,302,
1453,2024-12-01 00:00:00+00:00,7,30,
1454,2014-12-01 00:00:00+00:00,6,411,
1454,2015-12-01 00:00:00+00:00,6,465,
1454,2016-12-01 00:00:00+00:00,6,394,
1454,2017-12-01 00:00:00+00:00,6,349,
1454,2018-12-01 00:00:00+00:00,6,360,
1454,2019-12-01 00:00:00+00:00,6,379,
1454,2020-12-01 00:00:00+00:00,6,352,
1454,2021-12-01 00:00:00+00:00,6,362,
1454,2022-12-01 00:00:00+00:00,6,391,
1454,2023-12-01 00:00:00+00:00,6,363,
1454,2024-12-01 00:00:00+00:00,6,367,
1455,2014-12-01 00:00:00+00:00,5,514,
1455,2015-12-01 00:00:00+00:00,5,516,
1455,2016-12-01 00:00:00+00:00,5,517,
1455,2017-12-01 00:00:00+00:00,5,526,
1455,2018-12-01 00:00:00+00:00,5,518,
1455,2019-12-01 00:00:00+00:00,5,460,
1455,2020-12-01 00:00:00+00:00,5,461,
1455,2021-12-01 00:00:00+00:00,5,610,
1455,2022-12-01 00:00:00+00:00,5,442,
1455,2023-12-01 00:00:00+00:00,5,387,
1455,2024-12-01 00:00:00+00:00,5,423,
1456,2014-12-01 00:00:00+00:00,9,-378,
1456,2015-12-01 00:00:00+00:00,9,-387,
1456,2016-12-01 00:00:00+00:00,9,-252,
1456,2017-12-01 00:00:00+00:00,9,-277,
1456,2018-12-01 00:00:00+00:00,9,-314,
1456,2019-12-01 00:00:00+00:00,9,-293,
1456,2020-12-01 00:00:00+00:00,9,-411,
1456,2021-12-01 00:00:00+00:00,9,144,
1456,2022-12-01 00:00:00+00:00,9,-946,
1456,2023-12-01 00:00:00+00:00,9,-841,
1457,2014-12-01 00:00:00+00:00,7,419,
1457,2015-12-01 00:00:00+00:00,7,364,
1457,2016-12-01 00:00:00+00:00,7,369,
1457,2017-12-01 00:00:00+00:00,7,405,
1457,2018-12-01 00:00:00+00:00,7,421,
1457,2019-12-01 00:00:00+00:00,7,302,
1457,2020-12-01 00:00:00+00:00,7,228,
1457,2021-12-01 00:00:00+00:00,7,375,
1457,2022-12-01 00:00:00+00:00,7,374,
1457,2023-12-01 00:00:00+00:00,7,423,
1457,2024-12-01 00:00:00+00:00,7,324,
1459,2014-12-01 00:00:00+00:00,6,428,
1459,2015-12-01 00:00:00+00:00,6,439,
1459,2016-12-01 00:00:00+00:00,6,351,
1459,2017-12-01 00:00:00+00:00,7,346,
1459,2018-12-01 00:00:00+00:00,7,300,
1459,2019-12-01 00:00:00+00:00,7,340,
1459,2020-12-01 00:00:00+00:00,7,295,
1459,2021-12-01 00:00:00+00:00,7,404,
1459,2022-12-01 00:00:00+00:00,7,345,
1459,2023-12-01 00:00:00+00:00,7,300,
1459,2024-12-01 00:00:00+00:00,7,335,
1460,2014-12-01 00:00:00+00:00,6,422,
1460,2015-12-01 00:00:00+00:00,5,438,
1460,2016-12-01 00:00:00+00:00,5,455,
1460,2017-12-01 00:00:00+00:00,5,303,
1460,2018-12-01 00:00:00+00:00,5,265,
1460,2019-12-01 00:00:00+00:00,7,155,
1460,2020-12-01 00:00:00+00:00,7,-167,
1460,2021-12-01 00:00:00+00:00,7,317,
1460,2022-12-01 00:00:00+00:00,7,273,
1460,2023-12-01 00:00:00+00:00,7,76,
1460,2024-12-01 00:00:00+00:00,7,231,
1463,2014-12-01 00:00:00+00:00,6,330,
1463,2015-12-01 00:00:00+00:00,6,327,
1463,2016-12-01 00:00:00+00:00,6,660,
1463,2017-12-01 00:00:00+00:00,6,712,
1463,2018-12-01 00:00:00+00:00,6,632,
1463,2019-12-01 00:00:00+00:00,6,394,
1463,2020-12-01 00:00:00+00:00,6,341,
1463,2021-12-01 00:00:00+00:00,6,306,
1463,2022-12-01 00:00:00+00:00,6,337,
1463,2023-12-01 00:00:00+00:00,6,256,
1463,2024-12-01 00:00:00+00:00,6,337,
1464,2014-12-01 00:00:00+00:00,6,334,
1464,2015-12-01 00:00:00+00:00,6,483,
1464,2016-12-01 00:00:00+00:00,6,482,
1464,2017-12-01 00:00:00+00:00,6,404,
1464,2018-12-01 00:00:00+00:00,6,243,
1464,2019-12-01 00:00:00+00:00,6,382,
1464,2020-12-01 00:00:00+00:00,7,93,
1464,2021-12-01 00:00:00+00:00,7,172,
1464,2022-12-01 00:00:00+00:00,7,308,
1464,2023-12-01 00:00:00+00:00,7,286,
1464,2024-12-01 00:00:00+00:00,7,436,
1465,2014-12-01 00:00:00+00:00,5,471,
1465,2015-12-01 00:00:00+00:00,5,471,
1465,2016-12-01 00:00:00+00:00,5,455,
1465,2017-12-01 00:00:00+00:00,5,357,
1465,2018-12-01 00:00:00+00:00,5,345,
1465,2019-12-01 00:00:00+00:00,6,321,
1465,2020-12-01 00:00:00+00:00,6,347,
1465,2021-12-01 00:00:00+00:00,6,332,
1465,2022-12-01 00:00:00+00:00,6,426,
1465,2023-12-01 00:00:00+00:00,6,370,
1465,2024-12-01 00:00:00+00:00,6,360,
1466,2014-12-01 00:00:00+00:00,5,415,
1466,2015-12-01 00:00:00+00:00,5,360,
1466,2016-12-01 00:00:00+00:00,7,331,
1466,2017-12-01 00:00:00+00:00,7,335,
1466,2018-12-01 00:00:00+00:00,7,304,
1466,2019-12-01 00:00:00+00:00,7,323,
1466,2020-12-01 00:00:00+00:00,7,365,
1466,2021-12-01 00:00:00+00:00,7,484,
1466,2022-12-01 00:00:00+00:00,7,271,
1466,2023-12-01 00:00:00+00:00,7,213,
1466,2024-12-01 00:00:00+00:00,7,295,
1467,2014-12-01 00:00:00+00:00,6,410,
1467,2015-12-01 00:00:00+00:00,6,324,
1467,2016-12-01 00:00:00+00:00,6,300,
1467,2017-12-01 00:00:00+00:00,7,295,
1467,2018-12-01 00:00:00+00:00,7,261,
1467,2019-12-01 00:00:00+00:00,7,271,
1467,2020-12-01 00:00:00+00:00,7,514,
1467,2021-12-01 00:00:00+00:00,7,295,
1467,2022-12-01 00:00:00+00:00,7,328,
1467,2023-12-01 00:00:00+00:00,7,225,
1467,2024-12-01 00:00:00+00:00,7,279,
1468,2014-12-01 00:00:00+00:00,9,104,
1468,2015-12-01 00:00:00+00:00,9,144,
1468,2016-12-01 00:00:00+00:00,9,219,
1468,2017-12-01 00:00:00+00:00,9,61,
1468,2018-12-01 00:00:00+00:00,9,162,
1468,2019-12-01 00:00:00+00:00,9,236,
1468,2020-12-01 00:00:00+00:00,9,230,
1468,2021-12-01 00:00:00+00:00,9,125,
1468,2022-12-01 00:00:00+00:00,8,162,
1468,2023-12-01 00:00:00+00:00,8,128,
1468,2024-12-01 00:00:00+00:00,8,177,
1470,2014-12-01 00:00:00+00:00,6,465,
1470,2015-12-01 00:00:00+00:00,6,468,
1470,2016-12-01 00:00:00+00:00,6,435,
1470,2017-12-01 00:00:00+00:00,6,411,
1470,2018-12-01 00:00:00+00:00,6,454,
1470,2019-12-01 00:00:00+00:00,6,500,
1470,2020-12-01 00:00:00+00:00,6,377,
1470,2021-12-01 00:00:00+00:00,6,445,
1470,2022-12-01 00:00:00+00:00,6,504,
1470,2023-12-01 00:00:00+00:00,6,424,
1470,2024-12-01 00:00:00+00:00,6,539,
1471,2014-12-01 00:00:00+00:00,6,415,
1471,2015-12-01 00:00:00+00:00,7,369,
1471,2016-12-01 00:00:00+00:00,7,316,
1471,2017-12-01 00:00:00+00:00,8,218,
1471,2018-12-01 00:00:00+00:00,8,210,
1471,2019-12-01 00:00:00+00:00,8,177,
1471,2020-12-01 00:00:00+00:00,7,360,
1471,2021-12-01 00:00:00+00:00,7,305,
1471,2022-12-01 00:00:00+00:00,7,313,
1471,2023-12-01 00:00:00+00:00,7,325,
1471,2024-12-01 00:00:00+00:00,7,352,
1472,2014-12-01 00:00:00+00:00,9,102,
1472,2015-12-01 00:00:00+00:00,9,191,
1472,2016-12-01 00:00:00+00:00,9,515,
1472,2017-12-01 00:00:00+00:00,9,266,
1472,2018-12-01 00:00:00+00:00,9,134,
1472,2019-12-01 00:00:00+00:00,9,-147,
1472,2020-12-01 00:00:00+00:00,9,-579,
1472,2021-12-01 00:00:00+00:00,9,89,
1472,2022-12-01 00:00:00+00:00,9,181,
1472,2023-12-01 00:00:00+00:00,7,502,
1472,2024-12-01 00:00:00+00:00,7,503,
1473,2018-12-01 00:00:00+00:00,5,452,
1473,2019-12-01 00:00:00+00:00,5,456,
1473,2020-12-01 00:00:00+00:00,5,403,
1473,2021-12-01 00:00:00+00:00,5,373,
1473,2022-12-01 00:00:00+00:00,5,573,
1473,2023-12-01 00:00:00+00:00,5,547,
1473,2024-12-01 00:00:00+00:00,5,595,
1474,2014-12-01 00:00:00+00:00,6,346,
1474,2015-12-01 00:00:00+00:00,6,379,
1474,2016-12-01 00:00:00+00:00,6,420,
1474,2017-12-01 00:00:00+00:00,6,383,
1474,2018-12-01 00:00:00+00:00,6,379,
1474,2019-12-01 00:00:00+00:00,6,348,
1474,2020-12-01 00:00:00+00:00,6,352,
1474,2021-12-01 00:00:00+00:00,6,395,
1474,2022-12-01 00:00:00+00:00,6,383,
1474,2023-12-01 00:00:00+00:00,6,296,
1474,2024-12-01 00:00:00+00:00,6,348,
1475,2014-12-01 00:00:00+00:00,9,-23,
1475,2015-12-01 00:00:00+00:00,9,89,
1475,2016-12-01 00:00:00+00:00,9,138,
1475,2017-12-01 00:00:00+00:00,9,142,
1475,2018-12-01 00:00:00+00:00,9,138,
1475,2019-12-01 00:00:00+00:00,9,91,
1475,2020-12-01 00:00:00+00:00,9,367,
1475,2021-12-01 00:00:00+00:00,9,543,
1475,2022-12-01 00:00:00+00:00,9,714,
1475,2023-12-01 00:00:00+00:00,9,703,
1475,2024-12-01 00:00:00+00:00,9,720,
1506,2014-12-01 00:00:00+00:00,7,269,
1506,2015-12-01 00:00:00+00:00,7,287,
1506,2016-12-01 00:00:00+00:00,7,289,
1506,2017-12-01 00:00:00+00:00,8,164,
1506,2018-12-01 00:00:00+00:00,8,115,
1506,2019-12-01 00:00:00+00:00,9,-84,
1506,2020-12-01 00:00:00+00:00,9,45,
1506,2021-12-01 00:00:00+00:00,9,253,
1506,2022-12-01 00:00:00+00:00,8,310,
1506,2023-12-01 00:00:00+00:00,7,400,
1506,2024-12-01 00:00:00+00:00,7,314,
1512,2014-12-01 00:00:00+00:00,9,179,
1512,2015-12-01 00:00:00+00:00,9,185,
1512,2016-12-01 00:00:00+00:00,9,223,
1512,2017-12-01 00:00:00+00:00,9,-379,
1512,2018-12-01 00:00:00+00:00,9,-9,
1512,2019-12-01 00:00:00+00:00,9,-1179,
1512,2020-12-01 00:00:00+00:00,9,-1264,
1512,2021-12-01 00:00:00+00:00,9,-1254,
1512,2022-12-01 00:00:00+00:00,9,-568,
1512,2023-12-01 00:00:00+00:00,9,-450,
1512,2024-12-01 00:00:00+00:00,9,-147,
1513,2014-12-01 00:00:00+00:00,5,566,
1513,2015-12-01 00:00:00+00:00,5,488,
1513,2016-12-01 00:00:00+00:00,5,505,
1513,2017-12-01 00:00:00+00:00,5,423,
1513,2018-12-01 00:00:00+00:00,5,465,
1513,2019-12-01 00:00:00+00:00,5,477,
1513,2020-12-01 00:00:00+00:00,5,591,
1513,2021-12-01 00:00:00+00:00,5,600,
1513,2022-12-01 00:00:00+00:00,5,618,
1513,2023-12-01 00:00:00+00:00,5,631,
1514,2014-12-01 00:00:00+00:00,7,341,
1514,2015-12-01 00:00:00+00:00,7,353,
1514,2016-12-01 00:00:00+00:00,7,336,
1514,2017-12-01 00:00:00+00:00,7,359,
1514,2018-12-01 00:00:00+00:00,7,387,
1514,2019-12-01 00:00:00+00:00,6,463,
1514,2020-12-01 00:00:00+00:00,6,492,
1514,2021-12-01 00:00:00+00:00,6,454,
1514,2022-12-01 00:00:00+00:00,6,476,
1514,2023-12-01 00:00:00+00:00,6,557,
1514,2024-12-01 00:00:00+00:00,6,555,
1515,2014-12-01 00:00:00+00:00,6,369,
1515,2015-12-01 00:00:00+00:00,6,397,
1515,2016-12-01 00:00:00+00:00,6,369,
1515,2017-12-01 00:00:00+00:00,5,509,
1515,2018-12-01 00:00:00+00:00,5,609,
1515,2019-12-01 00:00:00+00:00,5,663,
1515,2020-12-01 00:00:00+00:00,5,720,
1515,2021-12-01 00:00:00+00:00,5,767,
1515,2022-12-01 00:00:00+00:00,6,346,
1515,2023-12-01 00:00:00+00:00,6,569,
1515,2024-12-01 00:00:00+00:00,6,555,
1516,2014-12-01 00:00:00+00:00,9,522,
1516,2015-12-01 00:00:00+00:00,8,559,
1516,2016-12-01 00:00:00+00:00,8,449,
1516,2017-12-01 00:00:00+00:00,8,412,
1516,2018-12-01 00:00:00+00:00,8,453,
1516,2019-12-01 00:00:00+00:00,8,411,
1516,2020-12-01 00:00:00+00:00,8,475,
1516,2021-12-01 00:00:00+00:00,8,547,
1516,2022-12-01 00:00:00+00:00,8,527,
1516,2023-12-01 00:00:00+00:00,8,395,
1516,2024-12-01 00:00:00+00:00,8,260,
1517,2015-12-01 00:00:00+00:00,5,454,
1517,2016-12-01 00:00:00+00:00,5,439,
1517,2017-12-01 00:00:00+00:00,5,387,
1517,2018-12-01 00:00:00+00:00,6,382,
1517,2019-12-01 00:00:00+00:00,6,387,
1517,2020-12-01 00:00:00+00:00,6,412,
1517,2021-12-01 00:00:00+00:00,5,530,
1517,2022-12-01 00:00:00+00:00,5,625,
1517,2023-12-01 00:00:00+00:00,6,279,
1517,2024-12-01 00:00:00+00:00,6,289,
1519,2014-12-01 00:00:00+00:00,5,448,
1519,2015-12-01 00:00:00+00:00,6,401,
1519,2016-12-01 00:00:00+00:00,6,406,
1519,2017-12-01 00:00:00+00:00,6,338,
1519,2018-12-01 00:00:00+00:00,6,329,
1519,2019-12-01 00:00:00+00:00,6,455,
1519,2020-12-01 00:00:00+00:00,6,496,
1519,2021-12-01 00:00:00+00:00,6,399,
1519,2022-12-01 00:00:00+00:00,6,420,
1521,2020-12-01 00:00:00+00:00,5,468,
1521,2021-12-01 00:00:00+00:00,5,399,
1521,2022-12-01 00:00:00+00:00,5,416,
1521,2023-12-01 00:00:00+00:00,5,410,
1521,2024-12-01 00:00:00+00:00,5,448,
1522,2014-12-01 00:00:00+00:00,6,441,
1522,2015-12-01 00:00:00+00:00,5,513,
1522,2016-12-01 00:00:00+00:00,5,531,
1522,2017-12-01 00:00:00+00:00,5,434,
1522,2018-12-01 00:00:00+00:00,5,435,
1522,2019-12-01 00:00:00+00:00,5,465,
1522,2020-12-01 00:00:00+00:00,6,362,
1522,2021-12-01 00:00:00+00:00,6,405,
1522,2022-12-01 00:00:00+00:00,6,518,
1522,2023-12-01 00:00:00+00:00,6,582,
1522,2024-12-01 00:00:00+00:00,5,628,
1524,2014-12-01 00:00:00+00:00,8,269,
1524,2015-12-01 00:00:00+00:00,8,247,
1524,2016-12-01 00:00:00+00:00,7,482,
1524,2017-12-01 00:00:00+00:00,7,433,
1524,2018-12-01 00:00:00+00:00,7,426,
1524,2019-12-01 00:00:00+00:00,7,401,
1524,2020-12-01 00:00:00+00:00,7,265,
1524,2021-12-01 00:00:00+00:00,7,240,
1524,2022-12-01 00:00:00+00:00,7,448,
1524,2023-12-01 00:00:00+00:00,6,542,
1524,2024-12-01 00:00:00+00:00,6,637,
1525,2014-12-01 00:00:00+00:00,6,478,
1525,2015-12-01 00:00:00+00:00,6,503,
1525,2016-12-01 00:00:00+00:00,6,552,
1525,2017-12-01 00:00:00+00:00,6,504,
1525,2018-12-01 00:00:00+00:00,6,496,
1525,2019-12-01 00:00:00+00:00,6,415,
1525,2020-12-01 00:00:00+00:00,6,461,
1525,2021-12-01 00:00:00+00:00,6,481,
1525,2022-12-01 00:00:00+00:00,6,462,
1525,2023-12-01 00:00:00+00:00,6,534,
1525,2024-12-01 00:00:00+00:00,6,487,
1526,2014-12-01 00:00:00+00:00,8,388,
1526,2015-12-01 00:00:00+00:00,7,382,
1526,2016-12-01 00:00:00+00:00,7,410,
1526,2017-12-01 00:00:00+00:00,6,450,
1526,2018-12-01 00:00:00+00:00,6,450,
1526,2019-12-01 00:00:00+00:00,6,424,
1526,2020-12-01 00:00:00+00:00,6,488,
1526,2021-12-01 00:00:00+00:00,6,534,
1526,2022-12-01 00:00:00+00:00,6,554,
1526,2023-12-01 00:00:00+00:00,6,268,
1526,2024-12-01 00:00:00+00:00,7,229,
1527,2014-12-01 00:00:00+00:00,8,203,
1527,2015-12-01 00:00:00+00:00,8,197,
1527,2016-12-01 00:00:00+00:00,7,211,
1527,2017-12-01 00:00:00+00:00,7,49,
1527,2018-12-01 00:00:00+00:00,7,292,
1527,2019-12-01 00:00:00+00:00,6,641,
1527,2020-12-01 00:00:00+00:00,6,605,
1528,2014-12-01 00:00:00+00:00,7,278,
1528,2015-12-01 00:00:00+00:00,7,281,
1528,2016-12-01 00:00:00+00:00,7,344,
1528,2017-12-01 00:00:00+00:00,7,307,
1528,2018-12-01 00:00:00+00:00,7,289,
1528,2019-12-01 00:00:00+00:00,7,226,
1528,2020-12-01 00:00:00+00:00,7,220,
1528,2021-12-01 00:00:00+00:00,7,280,
1528,2022-12-01 00:00:00+00:00,7,330,
1528,2023-12-01 00:00:00+00:00,7,247,
1528,2024-12-01 00:00:00+00:00,7,215,
1529,2014-12-01 00:00:00+00:00,9,107,
1529,2015-12-01 00:00:00+00:00,9,130,
1529,2016-12-01 00:00:00+00:00,9,185,
1529,2017-12-01 00:00:00+00:00,7,448,
1529,2018-12-01 00:00:00+00:00,7,384,
1529,2019-12-01 00:00:00+00:00,7,305,
1529,2020-12-01 00:00:00+00:00,7,373,
1529,2021-12-01 00:00:00+00:00,7,462,
1529,2022-12-01 00:00:00+00:00,7,340,
1529,2023-12-01 00:00:00+00:00,7,360,
1529,2024-12-01 00:00:00+00:00,7,267,
1530,2014-12-01 00:00:00+00:00,6,409,
1530,2015-12-01 00:00:00+00:00,6,378,
1530,2016-12-01 00:00:00+00:00,6,360,
1530,2017-12-01 00:00:00+00:00,6,346,
1530,2018-12-01 00:00:00+00:00,6,399,
1530,2019-12-01 00:00:00+00:00,6,305,
1530,2020-12-01 00:00:00+00:00,6,302,
1530,2021-12-01 00:00:00+00:00,6,348,
1530,2022-12-01 00:00:00+00:00,6,428,
1530,2023-12-01 00:00:00+00:00,7,293,
1530,2024-12-01 00:00:00+00:00,7,258,
1531,2015-12-01 00:00:00+00:00,5,372,
1531,2016-12-01 00:00:00+00:00,5,379,
1531,2017-12-01 00:00:00+00:00,5,425,
1531,2018-12-01 00:00:00+00:00,5,382,
1531,2019-12-01 00:00:00+00:00,5,373,
1531,2020-12-01 00:00:00+00:00,5,344,
1531,2021-12-01 00:00:00+00:00,5,415,
1531,2022-12-01 00:00:00+00:00,5,423,
1531,2023-12-01 00:00:00+00:00,5,296,
1531,2024-12-01 00:00:00+00:00,5,303,
1532,2014-12-01 00:00:00+00:00,7,540,
1532,2015-12-01 00:00:00+00:00,7,604,
1532,2016-12-01 00:00:00+00:00,7,593,
1532,2017-12-01 00:00:00+00:00,7,481,
1532,2018-12-01 00:00:00+00:00,6,586,
1532,2019-12-01 00:00:00+00:00,6,400,
1532,2020-12-01 00:00:00+00:00,6,432,
1532,2021-12-01 00:00:00+00:00,6,489,
1532,2022-12-01 00:00:00+00:00,6,377,
1532,2023-12-01 00:00:00+00:00,6,429,
1532,2024-12-01 00:00:00+00:00,6,476,
1533,2014-12-01 00:00:00+00:00,6,443,
1533,2015-12-01 00:00:00+00:00,6,399,
1533,2016-12-01 00:00:00+00:00,6,386,
1533,2017-12-01 00:00:00+00:00,6,420,
1533,2018-12-01 00:00:00+00:00,6,397,
1533,2019-12-01 00:00:00+00:00,6,359,
1533,2020-12-01 00:00:00+00:00,6,321,
1533,2021-12-01 00:00:00+00:00,6,240,
1533,2022-12-01 00:00:00+00:00,6,222,
1533,2023-12-01 00:00:00+00:00,7,88,
1536,2014-12-01 00:00:00+00:00,5,560,
1536,2020-12-01 00:00:00+00:00,6,238,
1536,2021-12-01 00:00:00+00:00,6,342,
1536,2022-12-01 00:00:00+00:00,6,360,
1536,2023-12-01 00:00:00+00:00,6,284,
1538,2014-12-01 00:00:00+00:00,9,207,
1538,2015-12-01 00:00:00+00:00,9,234,
1538,2016-12-01 00:00:00+00:00,9,165,
1538,2017-12-01 00:00:00+00:00,9,75,
1538,2018-12-01 00:00:00+00:00,9,-165,
1538,2019-12-01 00:00:00+00:00,9,-740,
1538,2020-12-01 00:00:00+00:00,9,176,
1538,2021-12-01 00:00:00+00:00,9,-631,
1538,2022-12-01 00:00:00+00:00,9,-61,
1538,2023-12-01 00:00:00+00:00,8,359,
1538,2024-12-01 00:00:00+00:00,8,249,
1539,2014-12-01 00:00:00+00:00,6,483,
1539,2015-12-01 00:00:00+00:00,6,447,
1539,2016-12-01 00:00:00+00:00,6,484,
1539,2017-12-01 00:00:00+00:00,6,349,
1539,2018-12-01 00:00:00+00:00,6,400,
1539,2019-12-01 00:00:00+00:00,6,324,
1539,2020-12-01 00:00:00+00:00,8,103,
1539,2021-12-01 00:00:00+00:00,8,330,
1539,2022-12-01 00:00:00+00:00,7,582,
1539,2023-12-01 00:00:00+00:00,7,434,
1539,2024-12-01 00:00:00+00:00,7,440,
1540,2014-12-01 00:00:00+00:00,5,528,
1540,2015-12-01 00:00:00+00:00,5,446,
1540,2016-12-01 00:00:00+00:00,5,395,
1540,2017-12-01 00:00:00+00:00,6,376,
1540,2018-12-01 00:00:00+00:00,6,452,
1540,2019-12-01 00:00:00+00:00,6,504,
1540,2020-12-01 00:00:00+00:00,6,331,
1540,2021-12-01 00:00:00+00:00,6,298,
1540,2022-12-01 00:00:00+00:00,6,468,
1540,2023-12-01 00:00:00+00:00,6,479,
1540,2024-12-01 00:00:00+00:00,6,524,
1541,2014-12-01 00:00:00+00:00,6,482,
1541,2015-12-01 00:00:00+00:00,5,588,
1541,2016-12-01 00:00:00+00:00,5,621,
1541,2017-12-01 00:00:00+00:00,5,441,
1541,2018-12-01 00:00:00+00:00,5,356,
1541,2019-12-01 00:00:00+00:00,5,566,
1541,2020-12-01 00:00:00+00:00,5,663,
1541,2021-12-01 00:00:00+00:00,5,475,
1541,2022-12-01 00:00:00+00:00,5,454,
1541,2023-12-01 00:00:00+00:00,5,391,
1541,2024-12-01 00:00:00+00:00,5,371,
1563,2014-12-01 00:00:00+00:00,5,605,
1563,2020-12-01 00:00:00+00:00,5,356,
1563,2021-12-01 00:00:00+00:00,5,395,
1563,2022-12-01 00:00:00+00:00,5,299,
1563,2023-12-01 00:00:00+00:00,5,388,
1563,2024-12-01 00:00:00+00:00,5,489,
1568,2014-12-01 00:00:00+00:00,6,448,
1568,2015-12-01 00:00:00+00:00,5,484,
1568,2016-12-01 00:00:00+00:00,5,468,
1568,2017-12-01 00:00:00+00:00,5,452,
1568,2018-12-01 00:00:00+00:00,6,314,
1568,2019-12-01 00:00:00+00:00,7,273,
1568,2020-12-01 00:00:00+00:00,7,279,
1568,2021-12-01 00:00:00+00:00,7,284,
1568,2022-12-01 00:00:00+00:00,7,448,
1568,2023-12-01 00:00:00+00:00,7,528,
1568,2024-12-01 00:00:00+00:00,7,485,
1569,2014-12-01 00:00:00+00:00,8,223,
1569,2015-12-01 00:00:00+00:00,8,126,
1569,2016-12-01 00:00:00+00:00,7,375,
